long_torhit_time,long_torhit_resp,long_torhit_nothing,long_torhit_monitor,long_torhit_prepare,long_torhit_shelter,long_torhit_nonshelter,long_torhit_conshelter,long_torhit_leave,long_torhit_leave_shelter,long_torhit_leave_avoid,long_torhit_not_sure,long_torhit_other
4,Prepare the secure area in my house with food and water but go about my day normally.,,,1,,,,,,,,
8,leave town,,,,,,,1,,,,
4,great,,,,,,,,,,,1
8,go into the center of the office ,,,,,1,,,,,,
4,pack my cat and dog and go somewhere safe?,,,1,,,,1,,,,
4,Try to figure out where the tornado is expected to touch down and when then decide if it is safer to head to work (2 towns over) or stay home and shelter in place.,,1,1,,,,,,,,
4,"I would gather any valuables I can into my laundry room, take my husband and pillows into the laundry room, which is the most protected room in my house, and we would hunker down with pillows over our heads.",,,1,,,,,,,,
8,go to work and monitor the situation.,,1,,,,,,,,,
8,Get a few important things together and place them in the closet. I'd then keep an eye on weather reports for the rest of the day.,,1,1,,,,,,,,
8,,,,,,,,,,,,1
8,"i would gather my first aid kit
cash
flashlight 
helment
pots
watter
ids
ssc
charge cellphones
blankets pillows 
and i would have the babys car seat all ready in the bathroom for when a warning is issued",,,1,,,,,,,,
8,Communicate with family to devise a plan. My husband works on a farm and there are means of safety there. I would pack up the cats and my baby and head out there.,,,1,,,,,1,,,
8,Same as before. ,,,,,1,,,,,,
8,"Gather things to take into the storm shelter including food, water, and pets!",,,1,,,,,,,,
4,Drive to a location away from the large tornado,,,,,,,,,1,,
4,,,,,,,,,,,,1
8,Monitor the situation,,1,,,,,,,,,
4,get to the shelter at work,,,,,,,,1,,,
4,x,,,,,,,,,,,1
8,monitor radar etc.,,1,,,,,,,,,
8,Drive somewhere else where the tornado wont be. Friends who live out of town or just go to a hotel,,,,,,,,,1,,
8,"
shelter, food, water",,,1,1,,,,,,,
4,protect my loved ones in the safest part of my house.,,,1,,1,,,,,,
8,not sure,,,,,,,,,,1,
4,Pack up emergency supplies then find a shelter.,,,1,,,,,,,,
4,id research,,,1,,,,,,,,
4,Monitor the situation,,1,,,,,,,,,
8,get my go bag and prepare to go to a shelter ,,,1,,,,,,,,
4,Go to safe place,,,,,,,1,,,,
4,go to a shelter,,,,,,,,1,,,
4,"get gas, get water, turn my fridge up",,,1,,,,,,,,
4,ativity continue,1,,,,,,,,,,
8,Try to leave work early to prepare water and food and to prepare the bathroom more comfortably as a shelter.,,,1,,,,,,,,
4,go to work and stay at work,,,,1,,,,,,,
8,Go to the basement of my office building,,,,,1,,,,,,
8,go to south east corner,,,,,1,,,,,,
8,take shelter in bathroom at work. ,,,,,1,,,,,,
4,Monitor the situation and watch the weather and news.,,1,,,,,,,,,
8,leave the area,,,,,,,1,,,,
4,Monitor the weather,,1,,,,,,,,,
8,sdxfgdgfghh,,,,,,,,,,,1
8,gather family watch news,,1,1,,,,,,,,
8,continue my normal day but stay aware of the situation,,1,,,,,,,,,
4,I'd be at work so I would follow there standard protocols. Not sure what they are though. ,,,1,,,,,,,,
4,Keep where I am at work but monitor the situation.,,1,,,,,,,,,
8,Prepare my house as best I can then either get to my basement or local storm shelter,,,1,,,,,,,,
4,not sure,,,,,,,,,,1,
4,try to be prepared and go to a shelter.,,,1,,,,,1,,,
8,Relocate temporarily,,,,,,,1,,,,
4,,,,,,,,,,,,1
8,Follow my buildings evacuation plan into the lower parking garage.,,,,1,,,,,,,
4,stay home,,,,1,,,,,,,
4,Lock the doors and windows and stay downstairs.,,,1,,1,,,,,,
4,be on time,1,,,,,,,,,,
4,I would monitor the weather closely and take necessary action if the tornado is imminent. ,,1,,,,,,,,,
8,very good,,,,,,,,,,,1
4,na,,,,,,,,,,,1
8,leave,,,,,,,1,,,,
4,Monitor the situation and if necessary go to the safe spot.,,1,,,,,,,,,
4,try to find out a safe place to go shelter,,,1,,,,,,,,
8,Pack everything essential with me and leave the state to where there is no tornado danger.,,,1,,,,,,1,,
8,What,,,,,,,,,,,1
4,look up closest safe location and go,,,1,,,,,1,,,
8,wait and then save my family,,,1,,,,,,,,
